name,place_id,types,user_ratings_total,rating,vicinity,business_status,lat,lng,X,Y,id_grid
베란다컵케익 연남,ChIJl9LlS-mYfDURmusFds4bW1Q,cafe|food|point_of_interest|establishment,52,4.1,마포구 연남동 동교로38길 27-14,OPERATIONAL,37.5619404,126.9261657,126.926051685751,37.5624884434814,64
위아소울메이트,ChIJwXo0tO6YfDURd1kHpdTubjs,cafe|food|point_of_interest|establishment,49,4.6,마포구 연남동 227-31번지 1층,OPERATIONAL,37.5624684,126.926071,126.926051685751,37.5624884434814,64
위아:쏠,ChIJyXlzexmZfDURshh0zwwVxjk,cafe|food|point_of_interest|establishment,6,4.5,마포구 연남동 227-31,OPERATIONAL,37.5624676,126.9260838,126.926051685751,37.5624884434814,64
eflink(에플린크),ChIJu8Vz2Y-ZfDUR9l-PSB28bAs,cafe|food|point_of_interest|establishment,5,4.2,마포구 성미산로 190-31 2층,OPERATIONAL,37.5624887,126.9258168,126.926051685751,37.5624884434814,64
위아소울메트,ChIJmyd2z7WZfDURz4B0ol_KrDM,cafe|food|point_of_interest|establishment,2,4.5,마포구 성미산로 190-11 미포구,OPERATIONAL,37.5623698,126.9258404,126.926051685751,37.5624884434814,64
카페클로이인패리스,ChIJ48oGl2CZfDURIyFUJPncQS4,cafe|food|point_of_interest|establishment,11,4.6,마포구 성미산로 190-3 1층,OPERATIONAL,37.5626855,126.9261573,126.926051685751,37.5624884434814,64
어바웃마카롱,ChIJf2SZ1lKZfDURXT-N88zfd4o,cafe|food|point_of_interest|establishment,16,4.5,마포구 연남동 385-4,OPERATIONAL,37.5622772,126.9261507,126.926051685751,37.5624884434814,64
나인티원,ChIJS9C_tO6YfDURIUFUxdYAJ04,cafe|food|point_of_interest|establishment,1,5,연남동 385-4번지 지층 마포구 서울특별시 KR,OPERATIONAL,37.5622772,126.9261507,126.926051685751,37.5624884434814,64
네시사분,ChIJW5A06BiZfDURCsTkMQ_f1I0,cafe|food|point_of_interest|establishment,17,4.5,마포구 연남동 성미산로 190-8,OPERATIONAL,37.56269,126.9258674,126.926051685751,37.5624884434814,64
카페모로,ChIJNc6dSumYfDURtx5CQ5nOZUs,cafe|food|point_of_interest|establishment,12,4.3,마포구 연남동 동교로46길 24,OPERATIONAL,37.5621928,126.9259081,126.926051685751,37.5624884434814,64
무유,ChIJ1SmEt-6YfDURkOTiK4NvIEM,cafe|food|point_of_interest|establishment,,,좌측 228-2번지 KR 서울특별시 마포구 연남동 1층,OPERATIONAL,37.5628104,126.9260287,126.926051685751,37.5624884434814,64
헤이미쉬 카페앤펍,ChIJsxd2zO6YfDUR1AzRIXBB9MM,cafe|food|point_of_interest|establishment,1,5,마포구 연남동 동교로 262-10,OPERATIONAL,37.5626191,126.9255511,126.926051685751,37.5624884434814,64
WYSN,ChIJC4lHExCZfDURbKcSQEn2mhA,cafe|food|point_of_interest|establishment,,,마포구 연남동 동교로46길 24-5,OPERATIONAL,37.5620725,126.9260291,126.926051685751,37.5624884434814,64
Ebrick coffee(이브릭커피),ChIJ7SURuO6YfDURjYUMnElGOHI,cafe|food|point_of_interest|establishment,8,4.5,마포구 동교로 266-11,OPERATIONAL,37.5628972,126.9259306,126.926051685751,37.5624884434814,64
마마즈돌,ChIJnRECoIqZfDUR7uMHBPr3g_I,cafe|food|point_of_interest|establishment,4,5,마포구 연남동 동교로46길 24-2 1층,OPERATIONAL,37.5620762,126.9258389,126.926051685751,37.5624884434814,64
Veranda Cupcake,ChIJ65qYS-mYfDURTO5jVBcqj3Y,cafe|food|point_of_interest|establishment,5,4.2,마포구 연남동 384-7,OPERATIONAL,37.5620405,126.9261445,126.926051685751,37.5624884434814,64
에토커피,ChIJaaf-OduZfDUR61AQ7ag8HhI,cafe|food|point_of_interest|establishment,,,마포구 동교로 262-9 에토커피 1층,OPERATIONAL,37.5627859,126.9256057,126.926051685751,37.5624884434814,64
밀노,ChIJjxImCL6ZfDURfmNH_bKBygg,cafe|food|point_of_interest|establishment,4,5,마포구 동교로 266-10 1층,OPERATIONAL,37.5628867,126.9257552,126.926051685751,37.5624884434814,64
JUST LISTEN,ChIJMz8dzO6YfDURC1QceNEKpnY,cafe|food|point_of_interest|establishment,,,South Korea,OPERATIONAL,37.562724,126.9255083,126.926051685751,37.5624884434814,64
Everyday Happy Birthday,ChIJaZRaEcSZfDURUbL0sEolUvg,cafe|food|point_of_interest|establishment,6,4.5,마포구 동교로46길 18-3 1층,OPERATIONAL,37.5620714,126.9257065,126.926051685751,37.5624884434814,64
EHBD,ChIJtbbUWO2ZfDURqeoldRSSvLI,cafe|food|point_of_interest|establishment,,,마포구 연남동 387-40 1층,OPERATIONAL,37.5620714,126.9257065,126.926051685751,37.5624884434814,64
카페 빈스에이,ChIJ72jfboCZfDURtLRb9VmX3aI,cafe|food|point_of_interest|establishment,2,4.5,마포구 동교로46길 9,OPERATIONAL,37.5625698,126.9254255,126.926051685751,37.5624884434814,64
Metronome coffee 메트로놈커피,ChIJGSuUSumYfDURuZoypeMYyIs,cafe|food|point_of_interest|establishment,19,4.4,연남동 390 KR 서울특별시 마포구 연남동 390-21 2F,OPERATIONAL,37.5620038,126.9258786,126.926051685751,37.5624884434814,64
카페P4S,ChIJc-L9f6-ZfDURAqmtG8A3j1o,cafe|food|point_of_interest|establishment,1,4,마포구 연남동 동교로 262-8 1층,OPERATIONAL,37.5627035,126.9254632,126.926051685751,37.5624884434814,64
카페피포에스,ChIJLRE9zO6YfDUR84ndCOLUKpM,cafe|food|point_of_interest|establishment,1,5,마포구 연남동 387-14번지 1층,OPERATIONAL,37.5627035,126.9254632,126.926051685751,37.5624884434814,64
저스트리슨,ChIJLRE9zO6YfDURd2VeVt8aCYk,cafe|food|point_of_interest|establishment,1,4,연남동 387-14번지 1층 마포구 서울특별시 KR,CLOSED_TEMPORARILY,37.5627035,126.9254632,126.926051685751,37.5624884434814,64
실론살롱,ChIJK05lru6YfDURi5lTu3A4_jQ,cafe|food|point_of_interest|establishment,51,3.8,마포구 연남동 227-15,OPERATIONAL,37.5623371,126.9266909,126.926051685751,37.5624884434814,64
오버필커피,ChIJUSivIaiZfDURAv1DILv3lxU,cafe|food|point_of_interest|establishment,13,4.6,마포구 연남동 동교로 262-5 2층,OPERATIONAL,37.5628717,126.9255343,126.926051685751,37.5624884434814,64
플루프커피(PLOUFCOFFEE),ChIJI2HwMumYfDURZ8qnfS6lgRk,cafe|food|point_of_interest|establishment,5,4.6,마포구 연남동 387-46,OPERATIONAL,37.5623852,126.9253398,126.926051685751,37.5624884434814,64
미라지커피,ChIJ9_ZBn3-ZfDURwt4pzQVoJt4,cafe|food|point_of_interest|store|establishment,3,5,마포구 연남동 387-13,OPERATIONAL,37.5627988,126.9254434,126.926051685751,37.5624884434814,64
릴하우스,ChIJy3S0XhyZfDURteMJP8IcmF0,cafe|food|point_of_interest|establishment,2,5,마포구 연남동 동교로 266-8,OPERATIONAL,37.5629427,126.9256137,126.926051685751,37.5624884434814,64
라라롱 아틀리에,ChIJk8QUdIiZfDURtkCHONHL_-k,cafe|food|point_of_interest|establishment,1,5,"마포구 동교로 262-5,지하 1층",OPERATIONAL,37.5628769,126.9255001,126.926051685751,37.5624884434814,64
seongwu,ChIJ472xbSyZfDUR9QBFbdkF2Qc,cafe|food|point_of_interest|establishment,,,마포구 연남동 동교로46길 7,CLOSED_TEMPORARILY,37.5626708,126.9253436,126.926051685751,37.5624884434814,64
서울콜렉터,ChIJeVVRu-6YfDURmx9Ciz4S8x4,cafe|food|point_of_interest|establishment,29,4.7,"2층, 226-23 연남동, 마포구",OPERATIONAL,37.5629124,126.9265411,126.926051685751,37.5624884434814,64
카페 쿵푸스,ChIJeVVRu-6YfDURNzy9FzY8lVk,cafe|food|point_of_interest|establishment,2,4.5,"2 층, 191 성미산로, 마포구",OPERATIONAL,37.5629124,126.9265411,126.926051685751,37.5624884434814,64
리틀프레스커피(구: 사이커피),ChIJ-fTuq-6YfDUR-t4rnKphUn4,cafe|food|point_of_interest|establishment,23,4.6,마포구 성미산로 198,OPERATIONAL,37.5622138,126.9270342,126.927183515609,37.5624891614719,65
커피 리브레 연남점,ChIJK05lru6YfDUR22H8d3bQr58,cafe|food|point_of_interest|establishment,347,4.3,마포구 연남동 성미산로 198,OPERATIONAL,37.5623371,126.9266909,126.927183515609,37.5624891614719,65
까사 데 스파키(Casa de Sparky),ChIJNwuMAeyYfDURvZLFGIJ0zME,cafe|bar|food|point_of_interest|store|establishment,,,마포구 연희로 37 1 층,CLOSED_TEMPORARILY,37.562047,126.927334,126.927183515609,37.5624891614719,65
이심,ChIJSXTorO6YfDURuLmLeylH0g4,cafe|food|point_of_interest|establishment,14,4.1,잔다리로7길 마포구 18,OPERATIONAL,37.5620585,126.926773,126.927183515609,37.5624891614719,65
coffee mrkim,ChIJU7j-oO6YfDURRf5nFWLOvME,cafe|food|point_of_interest|establishment,,,마포구 연남동 570-36,OPERATIONAL,37.562864,126.927084,126.927183515609,37.5624891614719,65
Tana Lee Cafe-Feat. Henna,ChIJv1AirO6YfDURspkyluVmY-M,cafe|food|point_of_interest|establishment,,,마포구 연남동 227-38,OPERATIONAL,37.5622319,126.926806,126.927183515609,37.5624891614719,65
실론살롱,ChIJK05lru6YfDURi5lTu3A4_jQ,cafe|food|point_of_interest|establishment,51,3.8,마포구 연남동 227-15,OPERATIONAL,37.5623371,126.9266909,126.927183515609,37.5624891614719,65
이디야커피 연남동점,ChIJ8XRkGuyYfDURaYcoq7ACacc,cafe|food|point_of_interest|establishment,80,4,서대문구 연희동 353-100,OPERATIONAL,37.5623305,126.9278489,126.927183515609,37.5624891614719,65
디파트먼트 이엔,ChIJ0_wZQp2ZfDUR_v_Qkdr4wAI,cafe|food|point_of_interest|establishment,1,5,서대문구 연희로 48-22 1층,OPERATIONAL,37.562612,126.9282165,126.928315345508,37.5624898686129,66
이디야커피 연남동점,ChIJ8XRkGuyYfDURaYcoq7ACacc,cafe|food|point_of_interest|establishment,80,4,서대문구 연희동 353-100,OPERATIONAL,37.5623305,126.9278489,126.928315345508,37.5624898686129,66
금방그자리,ChIJKaq9VK-ZfDURT4vFb1BfKvU,cafe|food|point_of_interest|establishment,11,4.7,마포구 연남동 월드컵북로16길 53,OPERATIONAL,37.5632032,126.9173414,126.91699603059,37.5633832970535,67
ULC,ChIJz-DGM-SZfDURvQa11EqYhDU,cafe|food|point_of_interest|establishment,,,마포구 연남동 487-257,OPERATIONAL,37.5630438,126.9173471,126.91699603059,37.5633832970535,67
카페플롬,ChIJi0Y03eaYfDURbdgCLsCTyHo,cafe|food|point_of_interest|establishment,,,마포구 연남동 487-69번지 1층,OPERATIONAL,37.5635212,126.9177285,126.91699603059,37.5633832970535,67
Cafe +++ (ppplus),ChIJb32p7cKZfDUR60oqtMUwBHo,cafe|food|point_of_interest|establishment,2,5,마포구 연남동 487-72,OPERATIONAL,37.5631467,126.9178584,126.918127873734,37.5633841018668,68
카페플롬,ChIJi0Y03eaYfDURbdgCLsCTyHo,cafe|food|point_of_interest|establishment,,,마포구 연남동 487-69번지 1층,OPERATIONAL,37.5635212,126.9177285,126.918127873734,37.5633841018668,68
Cbridg,ChIJGWTnpu-ZfDURhJJ5KhaDl9M,cafe|food|point_of_interest|store|establishment,,,마포구 연남동 월드컵북로16길 64,OPERATIONAL,37.5630273,126.9178058,126.918127873734,37.5633841018668,68
GRND,ChIJpeY4LdSZfDUR4H-GNTmTy6Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 487-73,OPERATIONAL,37.5630273,126.9178058,126.918127873734,37.5633841018668,68
그로너드,ChIJ37ivJsKZfDURPCDKzPMGGNM,cafe|food|point_of_interest|establishment,1,5,마포구 연남동 월드컵북로16길 64,OPERATIONAL,37.5630273,126.9178058,126.918127873734,37.5633841018668,68
카페인홀릭,ChIJlQ4_4uaYfDUR5SBgo58vtbM,cafe|food|point_of_interest|establishment,6,4.3,연남동 482-39번지 마포구 서울특별시 KR,OPERATIONAL,37.5628537,126.9182395,126.918127873734,37.5633841018668,68
CAFE IN HOLIC,ChIJ51iZ5BaZfDURMWB_GZuMWp4,cafe|food|point_of_interest|establishment,1,4,마포구 연남동 성미산로19길 25,OPERATIONAL,37.5628537,126.9182395,126.918127873734,37.5633841018668,68
달세뇨,ChIJ1-rnZXKZfDURwirhOPvmTL0,cafe|food|point_of_interest|establishment,1,5,마포구 연남로7길 24 1.5층,OPERATIONAL,37.563702,126.9190127,126.919259716923,37.5633848958302,69
휘겔리 후스(Hyggelig hus),ChIJhU3RShKZfDURfXQ6sG1ldfs,cafe|food|point_of_interest|establishment,,,마포구 성미산로 127 2층,OPERATIONAL,37.5631307,126.9207393,126.920391560157,37.5633856789437,70
(주)스타플레이스이엔티,ChIJl7JQ7qKZfDURypup78Lm4A4,cafe|food|point_of_interest|establishment,1,5,마포구,OPERATIONAL,37.5637994,126.9204071,126.920391560157,37.5633856789437,70
딩가케이크,ChIJJeopst-ZfDUR2DLwYJ8sfLI,cafe|food|point_of_interest|establishment,197,3.9,마포구 동교로29길 68,OPERATIONAL,37.5633608,126.9220546,126.921523403435,37.5633864512073,71
CAFE CHUNK,ChIJ70OcreiYfDURpc1jc1sSGTE,cafe|food|point_of_interest|establishment,1,5,마포구 연남동 252-3,OPERATIONAL,37.5633853,126.9224742,126.922655246755,37.563387212621,72
연남동홈,ChIJcX6coJOZfDURZMama38dLy8,cafe|food|point_of_interest|establishment,3,5,마포구 연남동 252-11,OPERATIONAL,37.5631029,126.9224273,126.922655246755,37.563387212621,72
빅프라페,ChIJxf5J6-eYfDURnDwRHuGmJZs,cafe|food|point_of_interest|store|establishment,,,마포구 연남동 성미산로28길 18 1층,OPERATIONAL,37.5630417,126.9227293,126.922655246755,37.563387212621,72
딩가케이크,ChIJJeopst-ZfDUR2DLwYJ8sfLI,cafe|food|point_of_interest|establishment,197,3.9,마포구 동교로29길 68,OPERATIONAL,37.5633608,126.9220546,126.922655246755,37.563387212621,72
렌테,ChIJEQ8EbXmZfDURykTuZ6R4uDM,cafe|food|point_of_interest|store|establishment,3,4.7,마포구 연남동 254-8,OPERATIONAL,37.5635935,126.9231719,126.922655246755,37.563387212621,72
오렌지리프,ChIJYbzX2q-ZfDURp5vDPTjTZ-k,cafe|food|point_of_interest|establishment,23,4.8,마포구 연남동 동교로41길 31,OPERATIONAL,37.5635935,126.9231719,126.922655246755,37.563387212621,72
슬리핑 포레스트,ChIJUd8cNu-YfDUR_Vsq0gsUZO8,cafe|food|point_of_interest|establishment,72,4.4,마포구 서울 마포구 연남동 254-8 3층,OPERATIONAL,37.563602,126.923213,126.922655246755,37.563387212621,72
연남동 투썸 yeonnamdong_twosome,ChIJGQ_WY9iZfDURRzBV5a6Asaw,cafe|food|point_of_interest|establishment,126,4.2,마포구 250-28,OPERATIONAL,37.5638858,126.9223391,126.922655246755,37.563387212621,72
조앤도슨,ChIJi1Gi-9mZfDURbCV5wqARYLc,cafe|food|point_of_interest|store|establishment,6,4.2,마포구 동교로41길 31,OPERATIONAL,37.5635387,126.923313,126.922655246755,37.563387212621,72
사이드테이블,ChIJd8Mw1-6YfDURLDsUysR2blg,cafe|food|point_of_interest|establishment,17,4.7,KR 서울특별시 마포구 KR 서울특별시 마포구 연남동 229-32번지 지1층 우측호,OPERATIONAL,37.5631865,126.9249055,126.924918933524,37.5633887028987,74
Side Table,ChIJue9K1-6YfDURQh7c3KLqmXI,cafe|food|point_of_interest|establishment,4,5,마포구 동교로47길 3,OPERATIONAL,37.5631818,126.9248748,126.924918933524,37.5633887028987,74
Pub&Bar Soul,ChIJb-mHuRqZfDURSIp2D48wjkg,cafe|food|point_of_interest|establishment,,,마포구 연남동 229-34,OPERATIONAL,37.563012,126.924824,126.924918933524,37.5633887028987,74
THE ALLEY,ChIJ8zEbF1yZfDURkVRfSjpu-Fo,cafe|food|point_of_interest|establishment,1,3,마포구 연남동 224-26,OPERATIONAL,37.5629588,126.9249865,126.924918933524,37.5633887028987,74
낫유얼스 CoffeeNotYours,ChIJFxm81e6YfDURQqww2fe1CGI,cafe|food|point_of_interest|store|establishment,8,4.6,마포구 연남동 229-54 (동교로 45길 3),OPERATIONAL,37.5629774,126.9246801,126.924918933524,37.5633887028987,74
앤스커피클럽,ChIJZ6-4nlGZfDURi-SVJd-OLhk,cafe|food|point_of_interest|establishment,17,3.9,마포구 연남동 229-3,OPERATIONAL,37.5639161,126.9249488,126.924918933524,37.5633887028987,74
Ance,ChIJOcUkXB-ZfDURD6e2BhjmlV8,cafe|food|point_of_interest|establishment,1,3,마포구 연남동 229-3,OPERATIONAL,37.5639161,126.9249488,126.924918933524,37.5633887028987,74
CIGAZI,ChIJ9Z07c_WZfDURHDR0eF09LNA,cafe|food|point_of_interest|establishment,,,마포구 연남동 228-21,OPERATIONAL,37.5629998,126.9253514,126.924918933524,37.5633887028987,74
BOOK CAFE The story,ChIJ60SSkSqZfDURWDs0APQ6t7Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 239-18,OPERATIONAL,37.5638042,126.9243937,126.924918933524,37.5633887028987,74
히레티,ChIJDyzn_62ZfDURoTF0d_LQFLg,cafe|food|point_of_interest|establishment,29,4.4,마포구 성미산로 183,OPERATIONAL,37.5633923,126.9259729,126.926050776971,37.5633894317626,75
다가구연남 치즈케잌,ChIJRxLjv-6YfDUR9wvWHWf3hYQ,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로 183,OPERATIONAL,37.5634252,126.9259397,126.926050776971,37.5633894317626,75
트위그,ChIJF2wWnpGZfDURkffYhktA3nw,cafe|food|point_of_interest|establishment,1,5,마포구 연남동 동교로 272-7,OPERATIONAL,37.563415,126.9262294,126.926050776971,37.5633894317626,75
Twig,ChIJu_qI3nqZfDURzOvjMJ3PEW4,cafe|food|point_of_interest|establishment,1,3,마포구 연남동 224-39,OPERATIONAL,37.5634233,126.9262749,126.926050776971,37.5633894317626,75
O Nada2 Tango milonga,ChIJD2V6vu6YfDURB4jfol356NE,cafe|food|point_of_interest|establishment,44,4.5,"187 Seongmisan-ro, 연남동, 마포구",OPERATIONAL,37.5632336,126.9261969,126.926050776971,37.5633894317626,75
비엔나커피숍,ChIJoWj-xu6YfDURsHs6Dy1Mijo,cafe|food|point_of_interest|establishment,3,4.3,마포구 연남동 동교로 266-5,OPERATIONAL,37.5631013,126.9257144,126.926050776971,37.5633894317626,75
연남동 228-9,ChIJFRxVxu6YfDURkWyRyS1toFI,cafe|food|point_of_interest|establishment,49,4.5,마포구 연남동 228-9,OPERATIONAL,37.5630784,126.9257154,126.926050776971,37.5633894317626,75
테일러커피 연남점,ChIJB_1mvO6YfDUR4cCrgtcLX-s,cafe|food|point_of_interest|establishment,727,4.2,마포구 성미산로 189,OPERATIONAL,37.5630577,126.9263647,126.926050776971,37.5633894317626,75
monument blue,ChIJ17wZRHeZfDURu_NJDEa-jN0,cafe|food|point_of_interest|establishment,5,4.8,마포구 연남동 ２２５−３５,OPERATIONAL,37.5637023,126.9256152,126.926050776971,37.5633894317626,75
Ebrick coffee(이브릭커피),ChIJ7SURuO6YfDURjYUMnElGOHI,cafe|food|point_of_interest|establishment,8,4.5,마포구 동교로 266-11,OPERATIONAL,37.5628972,126.9259306,126.926050776971,37.5633894317626,75
씨스루 홍대연남점,ChIJ0XGduaWZfDURoAdog5CfAVE,cafe|food|point_of_interest|establishment,51,4.2,마포구 동교로 266-6번지 1층,OPERATIONAL,37.5630303,126.9255366,126.926050776971,37.5633894317626,75
밀노,ChIJjxImCL6ZfDURfmNH_bKBygg,cafe|food|point_of_interest|establishment,4,5,마포구 동교로 266-10 1층,OPERATIONAL,37.5628867,126.9257552,126.926050776971,37.5633894317626,75
릴하우스,ChIJy3S0XhyZfDURteMJP8IcmF0,cafe|food|point_of_interest|establishment,2,5,마포구 연남동 동교로 266-8,OPERATIONAL,37.5629427,126.9256137,126.926050776971,37.5633894317626,75
무유,ChIJ1SmEt-6YfDURkOTiK4NvIEM,cafe|food|point_of_interest|establishment,,,좌측 228-2번지 KR 서울특별시 마포구 연남동 1층,OPERATIONAL,37.5628104,126.9260287,126.926050776971,37.5633894317626,75
loosed,ChIJLZOrmu6YfDUR0KqK7K5pwrE,cafe|food|point_of_interest|establishment,7,4.7,마포구 연남동 224-12,OPERATIONAL,37.5637691,126.9265798,126.926050776971,37.5633894317626,75
turndownservice 연남동 카페 턴다운서비스,ChIJfWS9uRqZfDURzwY56Uuequg,cafe|food|point_of_interest|store|establishment,30,4.6,마포구 연남동 동교로50길 7,OPERATIONAL,37.5637778,126.9265864,126.926050776971,37.5633894317626,75
지오디티커피,ChIJXewaHhqZfDURBCoDrQoF6Ho,cafe|food|point_of_interest|establishment,,,마포구 연남동 224-12,OPERATIONAL,37.5637778,126.9265864,126.926050776971,37.5633894317626,75
루즈그,ChIJj7qsmu6YfDURUxj4KlRWGOw,cafe|food|point_of_interest|establishment,,,마포구 연남동,OPERATIONAL,37.5637778,126.9265864,126.926050776971,37.5633894317626,75
마이블러드타입이즈커피,ChIJH05Nne6YfDUR0zJt81TtXAg,cafe|food|point_of_interest|establishment,,,마포구 연남동 번지 지 224-51 1층,OPERATIONAL,37.5635598,126.9271895,126.927182620459,37.5633901497767,76
브라운하우스,ChIJiVX4eyCZfDURF_0W3QFJsEA,cafe|food|point_of_interest|establishment,12,4.4,마포구 연남동 동교로50길 25 2층,OPERATIONAL,37.5632964,126.9273483,126.927182620459,37.5633901497767,76
Braun Haus,ChIJSw4oLl2ZfDURcIPgrOhbesc,cafe|food|point_of_interest|establishment,,,마포구 동교로50길 25 2층,OPERATIONAL,37.5632964,126.9273483,126.927182620459,37.5633901497767,76
메리고라운드,ChIJO5Ly6SaZfDURqwpeIimq40A,cafe|food|point_of_interest|establishment,2,4.5,"1층, 메리고라운드, 11 동교로50길, 마포구",OPERATIONAL,37.5635776,126.9267842,126.927182620459,37.5633901497767,76
연남꽃다방,ChIJj0dOgu6YfDUReftQTuAAwFk,cafe|food|point_of_interest|establishment,,,연남동 224-2번지 마포구 서울특별시 KR,OPERATIONAL,37.5637806,126.9270946,126.927182620459,37.5633901497767,76
coffee mrkim,ChIJU7j-oO6YfDURRf5nFWLOvME,cafe|food|point_of_interest|establishment,,,마포구 연남동 570-36,OPERATIONAL,37.562864,126.927084,126.927182620459,37.5633901497767,76
loosed,ChIJLZOrmu6YfDUR0KqK7K5pwrE,cafe|food|point_of_interest|establishment,7,4.7,마포구 연남동 224-12,OPERATIONAL,37.5637691,126.9265798,126.927182620459,37.5633901497767,76
카페트리씨,ChIJ3zYzueaYfDURQYy5q30Mlkk,cafe|food|point_of_interest|establishment,,,연남동 487-342번지 마포구 서울특별시 KR,OPERATIONAL,37.5643912,126.9174884,126.916995012728,37.5642842849955,78
Baon House,ChIJ1XNCf7WZfDURxOaVrGPqI2o,cafe|food|point_of_interest|establishment,9,4.9,마포구 성미산로17길 62,OPERATIONAL,37.5641827,126.9175389,126.916995012728,37.5642842849955,78
서울 마포구 성미산로17길 62,ChIJiZDiulKZfDURUA4Gkvvjy3Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로17길 62,OPERATIONAL,37.5641827,126.9175389,126.916995012728,37.5642842849955,78
Baon House,ChIJ1XNCf7WZfDURxOaVrGPqI2o,cafe|food|point_of_interest|establishment,9,4.9,마포구 성미산로17길 62,OPERATIONAL,37.5641827,126.9175389,126.918126869502,37.5642850898351,79
서울 마포구 성미산로17길 62,ChIJiZDiulKZfDURUA4Gkvvjy3Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로17길 62,OPERATIONAL,37.5641827,126.9175389,126.918126869502,37.5642850898351,79
카페트리씨,ChIJ3zYzueaYfDURQYy5q30Mlkk,cafe|food|point_of_interest|establishment,,,연남동 487-342번지 마포구 서울특별시 KR,OPERATIONAL,37.5643912,126.9174884,126.918126869502,37.5642850898351,79
(주)스타플레이스이엔티,ChIJl7JQ7qKZfDURypup78Lm4A4,cafe|food|point_of_interest|establishment,1,5,마포구,OPERATIONAL,37.5637994,126.9204071,126.920390583186,37.5642866669636,81
빈포데스크,ChIJB5pCr4mZfDURjwISQhtGnnA,cafe|food|point_of_interest|establishment,9,4.7,마포구 연남동 246-19,OPERATIONAL,37.5644709,126.9213708,126.921522440093,37.5642874392524,82
발트 연트럴파크점,ChIJu2DI4-CZfDURiBZ0POrm8TU,cafe|food|point_of_interest|establishment,,,"KR 서울특별시 마포구 연남동 246-20, 1~3층",OPERATIONAL,37.5644137,126.9212233,126.921522440093,37.5642874392524,82
Rum and vanilla canele,ChIJqaVkY3-ZfDURS3QUsedqgzA,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로29길,OPERATIONAL,37.5644783,126.9220027,126.921522440093,37.5642874392524,82
카페꼼마 연남,ChIJBaSTKW2ZfDURj052E3ZANsc,cafe|food|point_of_interest|store|establishment,37,4.6,마포구 연남동 성미산로29길 17-8,OPERATIONAL,37.5647061,126.9218655,126.921522440093,37.5642874392524,82
인시즌,ChIJy0q_G_KYfDUR7t51fCf3Mrw,cafe|food|point_of_interest|establishment,2,4,마포구 연남동 240-54,OPERATIONAL,37.5648143,126.9225612,126.922654297044,37.5642882006911,83
피프 에스프레소바,ChIJsdlBNumZfDUREt6wR3mzCsk,cafe|food|point_of_interest|store|establishment,5,4.8,마포구 성미산로29길 5,OPERATIONAL,37.5642516,126.9226089,126.922654297044,37.5642882006911,83
Picnic 티 카페,ChIJ17L8YICZfDURCLQmc0dzmQ4,cafe|food|point_of_interest|establishment,1,4,마포구 연남동 250-5,OPERATIONAL,37.5641693,126.9227726,126.922654297044,37.5642882006911,83
누뉴,ChIJCS7yqTaZfDURLFrQ1iVrO9c,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로 147,OPERATIONAL,37.5641381,126.9227146,126.922654297044,37.5642882006911,83
찬찬커피로스터스,ChIJJRimRe-YfDURxB-Gt3mwbdc,cafe|food|point_of_interest|establishment,,,연남동 250-5번지 1층 102호 일부 마포구 서울특별시 KR,OPERATIONAL,37.5641381,126.9227146,126.922654297044,37.5642882006911,83
코코무드,ChIJJRimRe-YfDURi2GP-UxgkBc,cafe|food|point_of_interest|establishment,4,3.5,마포구 연남동 성미산로 147,OPERATIONAL,37.5641381,126.9227146,126.922654297044,37.5642882006911,83
레스빠스 플렘므,ChIJzemo1jyZfDURH4BECefOEJQ,cafe|food|point_of_interest|establishment,7,4.3,마포구 성미산로29길 3 1층,OPERATIONAL,37.5641407,126.9224765,126.922654297044,37.5642882006911,83
맥코이커피,ChIJ9_sY9DCZfDURNcCZrRf6UXs,cafe|food|point_of_interest|establishment,28,4.4,마포구 연남동 성미산로 147,OPERATIONAL,37.5640676,126.9227426,126.922654297044,37.5642882006911,83
마가렛,ChIJi3PXciOZfDURJwBNBHc95rg,cafe|food|point_of_interest|store|establishment,7,3.9,마포구 연남동 성미산로29길 10,OPERATIONAL,37.5645513,126.9227687,126.922654297044,37.5642882006911,83
Bakemilk,ChIJP6Srm-iZfDURQ6rzw5H8Vsw,cafe|food|point_of_interest|establishment,2,5,마포구 연남동 240-44,OPERATIONAL,37.5643591,126.9231359,126.922654297044,37.5642882006911,83
보타닉레시피,ChIJ4TPWnPKZfDUR5-1O4IGShkU,cafe|food|point_of_interest|establishment,,,마포구 성미산로 151,OPERATIONAL,37.5643591,126.9231359,126.922654297044,37.5642882006911,83
퐁시,ChIJzyRpQO-YfDUR2KXgb5B1pMw,cafe|food|point_of_interest|establishment,1,4,마포구 연남동 240-44번지 2층 201호,OPERATIONAL,37.5643591,126.9231359,126.922654297044,37.5642882006911,83
