name,place_id,types,user_ratings_total,rating,vicinity,business_status,lat,lng,X,Y,id_grid
LIGHTNESSINSOL,ChIJ3_Way4KZfDURi5TccpQRVMA,cafe|food|point_of_interest|establishment,,,마포구 연남동 240-64,OPERATIONAL,37.5644641,126.9231854,126.922654297044,37.5642882006911,83
카페 덤보,ChIJPZiGIKKZfDUROMrLMJtWPts,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로 151-1,OPERATIONAL,37.5644641,126.9231854,126.922654297044,37.5642882006911,83
연남동 투썸 yeonnamdong_twosome,ChIJGQ_WY9iZfDURRzBV5a6Asaw,cafe|food|point_of_interest|establishment,126,4.2,마포구 250-28,OPERATIONAL,37.5638858,126.9223391,126.922654297044,37.5642882006911,83
"hiddentrack, Hazel Cafe & Flower",ChIJq9EUSvSZfDURJ0TgXikmEgc,cafe|food|point_of_interest|establishment,19,4.6,마포구 연남동 240-38,OPERATIONAL,37.564683,126.9229864,126.922654297044,37.5642882006911,83
얼스어스 연남점,ChIJzyRpQO-YfDURhdVDiwZp6wY,cafe|food|point_of_interest|establishment,118,4.4,마포구 성미산로 150,OPERATIONAL,37.5641146,126.92324,126.922654297044,37.5642882006911,83
기프티드,ChIJYdGvOO-YfDURPKERuL3hvnY,cafe|food|point_of_interest|establishment,20,4.1,마포구 성미산로 150 1층,OPERATIONAL,37.5641006,126.9232427,126.922654297044,37.5642882006911,83
Rum and vanilla canele,ChIJqaVkY3-ZfDURS3QUsedqgzA,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로29길,OPERATIONAL,37.5644783,126.9220027,126.922654297044,37.5642882006911,83
청수당 공명 연희점,ChIJ0_Zjl76ZfDURnFQfT-3eCAI,cafe|food|point_of_interest|store|establishment,38,4.1,마포구 연남동 239-48,OPERATIONAL,37.5641841,126.9234078,126.923786154038,37.5642889512794,84
COFF,ChIJoZyqxRqZfDURlnzoZll2ilc,cafe|food|point_of_interest|establishment,5,4.2,마포구 동교로41길 36-7,OPERATIONAL,37.5640655,126.9234492,126.923786154038,37.5642889512794,84
플라잉센트,ChIJzW_XMCaZfDURBQQYUw1Ev5I,cafe|food|point_of_interest|establishment,6,4.2,마포구 연남동 240-23,OPERATIONAL,37.5645561,126.9235021,126.923786154038,37.5642889512794,84
얼스어스 연남점,ChIJzyRpQO-YfDURhdVDiwZp6wY,cafe|food|point_of_interest|establishment,118,4.4,마포구 성미산로 150,OPERATIONAL,37.5641146,126.92324,126.923786154038,37.5642889512794,84
기프티드,ChIJYdGvOO-YfDURPKERuL3hvnY,cafe|food|point_of_interest|establishment,20,4.1,마포구 성미산로 150 1층,OPERATIONAL,37.5641006,126.9232427,126.923786154038,37.5642889512794,84
LIGHTNESSINSOL,ChIJ3_Way4KZfDURi5TccpQRVMA,cafe|food|point_of_interest|establishment,,,마포구 연남동 240-64,OPERATIONAL,37.5644641,126.9231854,126.923786154038,37.5642889512794,84
카페 덤보,ChIJPZiGIKKZfDUROMrLMJtWPts,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로 151-1,OPERATIONAL,37.5644641,126.9231854,126.923786154038,37.5642889512794,84
(카페휴)연남동휴먼타운운영위원회,ChIJTwS_Oe-YfDUR0qJ4LJM0oY8,cafe|food|point_of_interest|establishment,,,연남동 239-51번지 동교 로41길 36 마포구 서울특별시 KR,OPERATIONAL,37.5638474,126.9234421,126.923786154038,37.5642889512794,84
Bakemilk,ChIJP6Srm-iZfDURQ6rzw5H8Vsw,cafe|food|point_of_interest|establishment,2,5,마포구 연남동 240-44,OPERATIONAL,37.5643591,126.9231359,126.923786154038,37.5642889512794,84
보타닉레시피,ChIJ4TPWnPKZfDUR5-1O4IGShkU,cafe|food|point_of_interest|establishment,,,마포구 성미산로 151,OPERATIONAL,37.5643591,126.9231359,126.923786154038,37.5642889512794,84
퐁시,ChIJzyRpQO-YfDUR2KXgb5B1pMw,cafe|food|point_of_interest|establishment,1,4,마포구 연남동 240-44번지 2층 201호,OPERATIONAL,37.5643591,126.9231359,126.923786154038,37.5642889512794,84
etoile,ChIJxVRh7A2ZfDURLoZxi6Tv6Co,cafe|food|point_of_interest|establishment,2,4.5,마포구 연남동 239-3,OPERATIONAL,37.564319,126.9244188,126.923786154038,37.5642889512794,84
pert coffee,ChIJXZO96MaZfDUR_Q6IBg7nsGk,cafe|food|point_of_interest|establishment,17,4.1,연남동 240-7 KR 서울특별시 마포구 연남동 240-6,OPERATIONAL,37.5647732,126.9239846,126.923786154038,37.5642889512794,84
"Кафе ""Набросок рисунка"" (скетч), нарисованная мебель",ChIJU1mJsNaZfDUR28tXgQr04B8,cafe|food|point_of_interest|establishment,,,마포구,OPERATIONAL,37.5637771,126.9240213,126.923786154038,37.5642889512794,84
cafe another colour,ChIJI0GPD6aZfDURP6CHGTYpo_E,cafe|food|point_of_interest|establishment,1,4,마포구 연남동 239-20,OPERATIONAL,37.5637423,126.9239768,126.923786154038,37.5642889512794,84
Cafe 매드히피,ChIJ7UENI52ZfDUR2-LK1uHOHWE,cafe|food|point_of_interest|store|establishment,3,5,마포구 동교로41길 32 매드히피 1층,OPERATIONAL,37.5637417,126.9235104,126.923786154038,37.5642889512794,84
지마요g.mayo,ChIJP_vNTamZfDUR4Zw5mHHogmw,cafe|food|point_of_interest|establishment,1,5,마포구 동교로41길 32 B2,OPERATIONAL,37.5637417,126.9235104,126.923786154038,37.5642889512794,84
E-brick coffee,ChIJ3WAsIO-YfDURcuL2pXJYp-I,cafe|food|point_of_interest|establishment,1,2,마포구 연남동 228-3,OPERATIONAL,37.5639787,126.9243899,126.923786154038,37.5642889512794,84
Cafe Highwaist,ChIJiYNL-u6YfDURhLcEtoXWCqM,cafe|food|point_of_interest|establishment,120,3.9,마포구 연남동 223-80,OPERATIONAL,37.5645337,126.9250621,126.924918011074,37.5642896910175,85
카페 스콘,ChIJGygJ4e6YfDURu8E1TgGRKOA,cafe|food|point_of_interest|establishment,245,4.1,마포구 연남동 239-4,OPERATIONAL,37.5640582,126.9247272,126.924918011074,37.5642896910175,85
Illuminate coffee,ChIJ16_qlleZfDUR9JBRVlcwZDQ,cafe|food|point_of_interest|establishment,,,마포구 연남동 239-4,OPERATIONAL,37.564058,126.924727,126.924918011074,37.5642896910175,85
그림제작소,ChIJeYAI8FqZfDURCbOaSAtp3pI,cafe|food|point_of_interest|store|establishment,,,마포구 연남동 성미산로 170,OPERATIONAL,37.5641045,126.9245658,126.924918011074,37.5642896910175,85
아우프글렛 연남점,ChIJI2poiA-ZfDURyySI6hq6xgk,cafe|food|point_of_interest|store|establishment,71,4.1,마포구 연남동 223-45,OPERATIONAL,37.5644567,126.9253463,126.924918011074,37.5642896910175,85
etoile,ChIJxVRh7A2ZfDURLoZxi6Tv6Co,cafe|food|point_of_interest|establishment,2,4.5,마포구 연남동 239-3,OPERATIONAL,37.564319,126.9244188,126.924918011074,37.5642896910175,85
앤스커피클럽,ChIJZ6-4nlGZfDURi-SVJd-OLhk,cafe|food|point_of_interest|establishment,17,3.9,마포구 연남동 229-3,OPERATIONAL,37.5639161,126.9249488,126.924918011074,37.5642896910175,85
Ance,ChIJOcUkXB-ZfDURD6e2BhjmlV8,cafe|food|point_of_interest|establishment,1,3,마포구 연남동 229-3,OPERATIONAL,37.5639161,126.9249488,126.924918011074,37.5642896910175,85
모어댄레스,ChIJXdxi_e6YfDURJjYmQsTYnhQ,cafe|food|point_of_interest|establishment,,,연남동 223-102번지 1층 마포구 서울특별시 KR,OPERATIONAL,37.5646225,126.924555,126.924918011074,37.5642896910175,85
Bloom Story,ChIJc1Dfer2ZfDURwPg7N9MTtBk,cafe|food|point_of_interest|establishment,2,5,"2층, 42-20 동교로46길, 마포구",OPERATIONAL,37.5645595,126.9254008,126.924918011074,37.5642896910175,85
공간 비선형 NONLINEAR AREA,ChIJyVkNSXGZfDUR38j6YIZovh0,cafe|food|point_of_interest|establishment,1,4,마포구 성미산로 165-6 지층,OPERATIONAL,37.5647594,126.9247511,126.924918011074,37.5642896910175,85
빌로우 라운지,ChIJecKE_u6YfDURTHCPthH5i2Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 223-111,CLOSED_TEMPORARILY,37.5647594,126.9247511,126.924918011074,37.5642896910175,85
연남동그라미,ChIJQ1RK0ciZfDURcDnPx39Hl-I,cafe|food|point_of_interest|establishment,17,3.8,마포구 성미산로32길 10 1층,OPERATIONAL,37.5639243,126.9245224,126.924918011074,37.5642896910175,85
E-brick coffee,ChIJ3WAsIO-YfDURcuL2pXJYp-I,cafe|food|point_of_interest|establishment,1,2,마포구 연남동 228-3,OPERATIONAL,37.5639787,126.9243899,126.924918011074,37.5642896910175,85
빠빠베르,ChIJg-jRje6YfDURpee9aomKFL0,cafe|food|point_of_interest|establishment,,,마포구 연남동 225-13,OPERATIONAL,37.5640477,126.9261869,126.926049868151,37.5642904199053,86
HAYU,ChIJLyTu_wKZfDURoMULRQU7rxA,cafe|food|point_of_interest|establishment,,,마포구 연남동 225-1,OPERATIONAL,37.5647254,126.9259571,126.926049868151,37.5642904199053,86
Coffee Graffiti YN,ChIJeTtzetCZfDURORXWIuP8StI,cafe|food|point_of_interest|establishment,60,4.5,마포구 연남동 224-47,OPERATIONAL,37.5639724,126.9264593,126.926049868151,37.5642904199053,86
롱브르,ChIJIUt7yIOZfDURhf_XUb2L53A,cafe|food|point_of_interest|establishment,5,4.4,마포구 연남동 224-18 2층,OPERATIONAL,37.5641532,126.9266478,126.926049868151,37.5642904199053,86
원모어프로포즈,ChIJBzgKbiGZfDURqdRo87uovgU,cafe|food|point_of_interest|establishment,5,4,마포구 연남동 223-44,OPERATIONAL,37.5646287,126.9255351,126.926049868151,37.5642904199053,86
아우프글렛 연남점,ChIJI2poiA-ZfDURyySI6hq6xgk,cafe|food|point_of_interest|store|establishment,71,4.1,마포구 연남동 223-45,OPERATIONAL,37.5644567,126.9253463,126.926049868151,37.5642904199053,86
Bloom Story,ChIJc1Dfer2ZfDURwPg7N9MTtBk,cafe|food|point_of_interest|establishment,2,5,"2층, 42-20 동교로46길, 마포구",OPERATIONAL,37.5645595,126.9254008,126.926049868151,37.5642904199053,86
연남장,ChIJP2AKOcqZfDURYIesX6m8g3A,cafe|food|point_of_interest|establishment,270,4.3,서대문구 연희동 연희로5길 22,OPERATIONAL,37.5642886,126.9275718,126.927181725269,37.5642911379429,87
롱브르,ChIJIUt7yIOZfDURhf_XUb2L53A,cafe|food|point_of_interest|establishment,5,4.4,마포구 연남동 224-18 2층,OPERATIONAL,37.5641532,126.9266478,126.927181725269,37.5642911379429,87
연남꽃다방,ChIJj0dOgu6YfDUReftQTuAAwFk,cafe|food|point_of_interest|establishment,,,연남동 224-2번지 마포구 서울특별시 KR,OPERATIONAL,37.5637806,126.9270946,126.927181725269,37.5642911379429,87
연남장,ChIJP2AKOcqZfDURYIesX6m8g3A,cafe|food|point_of_interest|establishment,270,4.3,서대문구 연희동 연희로5길 22,OPERATIONAL,37.5642886,126.9275718,126.928313582427,37.5642918451302,88
북카페산책연남점,ChIJHWZ_peaYfDURabuRa2kKtuw,cafe|food|point_of_interest|establishment,,,연남동 487-35번지 103호 104호 마포구 서울특별시 KR,OPERATIONAL,37.5650334,126.9171689,126.91699399482,37.5651852727989,89
aovest 오베스트,ChIJs9GeowCZfDUR7vIPhHHWW9Y,cafe|food|point_of_interest|establishment,3,4.3,마포구 연남로11길 41,OPERATIONAL,37.5651904,126.9165962,126.91699399482,37.5651852727989,89
310호,ChIJLxlCq-aYfDURajPxVjSRTI8,cafe|food|point_of_interest|establishment,,,마포구 연남로11길,OPERATIONAL,37.5654532,126.9165618,126.91699399482,37.5651852727989,89
두잉나띵홈,ChIJLxlCq-aYfDURD93qDe-HPuM,cafe|food|point_of_interest|establishment,,,성산동 608-9번지 1층 마포구 서울특별시 KR,OPERATIONAL,37.5654532,126.9165618,126.91699399482,37.5651852727989,89
낮섬,ChIJY-9ExkyZfDURrxsAANwwN7I,cafe|food|point_of_interest|establishment,4,5,마포구 성산1동 성미산로15길 97,OPERATIONAL,37.5654532,126.9165618,126.91699399482,37.5651852727989,89
감성마켓,ChIJs2nS4MOifDURXMvtlnJ2hCU,cafe|food|point_of_interest|establishment,,,마포구,CLOSED_TEMPORARILY,37.5653924,126.9180214,126.918125865225,37.5651860776648,90
VER'S GARDEN (벌스가든),ChIJOaFp0-iYfDURJinj3fj9YGY,cafe|florist|general_contractor|food|point_of_interest|store|establishment,233,4.4,마포구 성미산로23길 44 벌스가든 벌스하우스,OPERATIONAL,37.5652341,126.9205513,126.92038960617,37.5651876548449,92
VER'S GAEDEN,ChIJZWodCN-YfDURCkab4_NDEPw,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로23길 44,OPERATIONAL,37.5652492,126.9205616,126.92038960617,37.5651876548449,92
EP,ChIJO7ppfe-YfDURDDPUqg8wqNY,cafe|food|point_of_interest|establishment,23,4.4,마포구 연남동 241-51번지 1층,OPERATIONAL,37.565555,126.921914,126.921521476709,37.565188427159,93
책방곱셈,ChIJ_UTsieWYfDUR_HY_YMjWTmk,cafe|food|point_of_interest|establishment,6,4.7,마포구 성미산로29길 33 1층,OPERATIONAL,37.5652821,126.9217881,126.921521476709,37.565188427159,93
로모리,ChIJubp3W8iZfDURu0Z882zituc,cafe|food|point_of_interest|establishment,4,5,마포구 연남동 241 48,OPERATIONAL,37.5654397,126.921942,126.921521476709,37.565188427159,93
오아이오 카페,ChIJT7uDDfqZfDURf8lPrY7i8BY,cafe|food|point_of_interest|store|establishment,,,마포구 성미산로29길 34,OPERATIONAL,37.5654273,126.9220101,126.921521476709,37.565188427159,93
채널오렌지,ChIJ7SHi42aZfDURNVrVSjzSB7A,cafe|food|point_of_interest|store|establishment,1,5,마포구 연남동 241-51,OPERATIONAL,37.5655409,126.9219112,126.921521476709,37.565188427159,93
오브마이버터,ChIJw7PEkzqZfDURrtLL31xj2CU,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로29길 40-6,OPERATIONAL,37.5655409,126.9219112,126.921521476709,37.565188427159,93
of my butter,ChIJY3dVLIqZfDURDzKbKdbAVyE,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로29길 40-6,OPERATIONAL,37.5655409,126.9219112,126.921521476709,37.565188427159,93
이피 커피앤바,ChIJ_cS_XW2ZfDURFBkt8LsBi-Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 성미산로29길 40-6,OPERATIONAL,37.5655409,126.9219112,126.921521476709,37.565188427159,93
포포크(for fork),ChIJxf3guZ2ZfDURG8B8uchOOQs,cafe|food|point_of_interest|establishment,75,4.2,마포구 연남동 성미산로29길 23,OPERATIONAL,37.5649451,126.9220839,126.921521476709,37.565188427159,93
목화씨라운지,ChIJrdjdkaiZfDURp5gpASfcs8w,cafe|food|point_of_interest|establishment,53,4.4,마포구 연남동 252-3,OPERATIONAL,37.5650121,126.9221356,126.921521476709,37.565188427159,93
카페꼼마 연남,ChIJBaSTKW2ZfDURj052E3ZANsc,cafe|food|point_of_interest|store|establishment,37,4.6,마포구 연남동 성미산로29길 17-8,OPERATIONAL,37.5647061,126.9218655,126.921521476709,37.565188427159,93
doeum macaron,ChIJyVx6y1GZfDURdTGvcN5JmOc,cafe|food|point_of_interest|establishment,,,마포구 연남동 241-45,OPERATIONAL,37.5654451,126.9221785,126.921521476709,37.565188427159,93
인시즌,ChIJy0q_G_KYfDUR7t51fCf3Mrw,cafe|food|point_of_interest|establishment,2,4,마포구 연남동 240-54,OPERATIONAL,37.5648143,126.9225612,126.922653347291,37.5651891886225,94
OLU espresso bar,ChIJUbGF_9aZfDUR58B-z25LT-A,cafe|food|point_of_interest|store|establishment,5,4.6,마포구 연남동 241-23,OPERATIONAL,37.5651118,126.9227799,126.922653347291,37.5651891886225,94
카페온도,ChIJxZkIb--YfDUR3CLximB_CYo,cafe|food|point_of_interest|establishment,7,4.4,연남동 241-26번지 마포구 서울특별시 KR,OPERATIONAL,37.5650512,126.922654,126.922653347291,37.5651891886225,94
몽상,ChIJr7XuTJmZfDURnecb-79I9Ao,cafe|food|point_of_interest|establishment,14,3.8,마포구 연남동 성미산로29안길 241-23 2층,OPERATIONAL,37.56511,126.9228232,126.922653347291,37.5651891886225,94
연남화방,ChIJO0JI59GZfDURjCQNtzxVDWI,cafe|food|point_of_interest|establishment,7,4.6,마포구 연남동 성미산로29길 40-18,OPERATIONAL,37.5653765,126.9225587,126.922653347291,37.5651891886225,94
오블랑,ChIJ0wdtce-YfDURYeuneK9s2Gw,cafe|food|point_of_interest|establishment,,,연남동 241-75번지 1층 마포구 서울특별시 KR,OPERATIONAL,37.5653453,126.9227923,126.922653347291,37.5651891886225,94
카페 단상,ChIJXbZF7qKZfDURAdKWiT6rKnQ,cafe|food|point_of_interest|establishment,8,4.8,마포구 연남동 241-30,OPERATIONAL,37.5649326,126.9225094,126.922653347291,37.5651891886225,94
동백양과점 연남,ChIJGydP94uZfDURO-VoABf-T3U,cafe|food|point_of_interest|establishment,54,3.9,마포구 연남동 240-32,OPERATIONAL,37.5649429,126.9228321,126.922653347291,37.5651891886225,94
메리트리,ChIJU6NJTOaYfDURPmeNHMejnBA,cafe|food|point_of_interest|establishment,16,3.9,마포구 연남동 241-18 2층,OPERATIONAL,37.5652573,126.9231219,126.922653347291,37.5651891886225,94
빵어니스타 연남점,ChIJwXSn64CZfDUR74FrSPKKMmA,cafe|food|point_of_interest|store|establishment,1,4,마포구 연남동 2층 성미산로 153-13,OPERATIONAL,37.5649108,126.9229707,126.922653347291,37.5651891886225,94
카페 이탄 Ytan,ChIJ-158lrmZfDUR6A3SI6xttDg,cafe|food|point_of_interest|establishment,18,4,마포구 연남동 240-34,OPERATIONAL,37.5649108,126.9229707,126.922653347291,37.5651891886225,94
Cafe Honesta,ChIJLQZGbO-YfDUR1xT7iwAY67Y,cafe|food|point_of_interest|store|establishment,97,4.1,마포구 연남동,OPERATIONAL,37.5649108,126.9229707,126.922653347291,37.5651891886225,94
커피정,ChIJu4Ymc--YfDURU7ubzjUDpyI,cafe|food|point_of_interest|establishment,21,3,마포구 연남동 241-18,OPERATIONAL,37.5651896,126.9231488,126.922653347291,37.5651891886225,94
목화씨라운지,ChIJrdjdkaiZfDURp5gpASfcs8w,cafe|food|point_of_interest|establishment,53,4.4,마포구 연남동 252-3,OPERATIONAL,37.5650121,126.9221356,126.922653347291,37.5651891886225,94
doeum macaron,ChIJyVx6y1GZfDURdTGvcN5JmOc,cafe|food|point_of_interest|establishment,,,마포구 연남동 241-45,OPERATIONAL,37.5654451,126.9221785,126.922653347291,37.5651891886225,94
맨프롬커피,ChIJFVPYdf2ZfDURil1hmpSwUbk,cafe|food|point_of_interest|establishment,5,3.8,"201호, 240-16 연남동, 마포구",OPERATIONAL,37.5651338,126.9232108,126.922653347291,37.5651891886225,94
포포크(for fork),ChIJxf3guZ2ZfDURG8B8uchOOQs,cafe|food|point_of_interest|establishment,75,4.2,마포구 연남동 성미산로29길 23,OPERATIONAL,37.5649451,126.9220839,126.922653347291,37.5651891886225,94
오아이오 카페,ChIJT7uDDfqZfDURf8lPrY7i8BY,cafe|food|point_of_interest|store|establishment,,,마포구 성미산로29길 34,OPERATIONAL,37.5654273,126.9220101,126.922653347291,37.5651891886225,94
화이트컨테이너,ChIJw_j9w1eZfDUR2-F2TPyanNQ,cafe|food|point_of_interest|store|establishment,,,마포구 연남동 240-34,OPERATIONAL,37.5650618,126.9233113,126.922653347291,37.5651891886225,94
"hiddentrack, Hazel Cafe & Flower",ChIJq9EUSvSZfDURJ0TgXikmEgc,cafe|food|point_of_interest|establishment,19,4.6,마포구 연남동 240-38,OPERATIONAL,37.564683,126.9229864,126.922653347291,37.5651891886225,94
Another Room,ChIJt0AtRzSZfDUR_FV90gwZXig,cafe|food|point_of_interest|establishment,53,4.3,마포구 연남동 241-88,OPERATIONAL,37.5654684,126.9232958,126.922653347291,37.5651891886225,94
그림카페,ChIJEyMxlVqZfDURnzOEqb5B_mY,cafe|food|point_of_interest|establishment,342,4.4,마포구 성미산로 161-10 카페 1.5층,OPERATIONAL,37.5652109,126.9238607,126.923785217915,37.5651899392354,95
스탬프 커피,ChIJG8kGbKCZfDURTFsDBtcCFIM,cafe|food|point_of_interest|establishment,92,3.8,마포구 연남동 240-4,OPERATIONAL,37.5650342,126.9237522,126.923785217915,37.5651899392354,95
Cộng Cà Phê,ChIJO8rNFtiZfDUR_05O_aIr42k,cafe|food|point_of_interest|establishment,40,4.2,마포구 연남동 223-114,OPERATIONAL,37.5653384,126.9237172,126.923785217915,37.5651899392354,95
콩카페 연남 (CONGCAPHE),ChIJjVc0CO-YfDURw5AL4bTAQ7A,cafe|food|point_of_interest|establishment,504,3.9,마포구 성미산로 161-14,OPERATIONAL,37.5653384,126.9237172,126.923785217915,37.5651899392354,95
"메르시,포펫",ChIJN5z1vy-ZfDURmGLDhoURPP0,cafe|food|point_of_interest|establishment,,,223-111 1층 마포구 서울특별시 KR,CLOSED_TEMPORARILY,37.5652104,126.9240745,126.923785217915,37.5651899392354,95
카페늘보,ChIJVUabpJuZfDUR-WkmrUc7lXU,cafe|food|point_of_interest|establishment,14,4.6,마포구 연남동 223-8 2층,OPERATIONAL,37.5653313,126.9240207,126.923785217915,37.5651899392354,95
벌스데이투미 [BIRTHDAYTOME],ChIJ49arcOKZfDUR2BX0tlSCDbo,cafe|food|point_of_interest|establishment,2,4,마포구 연남동 성미산로29안길 26 2F,OPERATIONAL,37.5654214,126.92363,126.923785217915,37.5651899392354,95
화이트컨테이너,ChIJw_j9w1eZfDUR2-F2TPyanNQ,cafe|food|point_of_interest|store|establishment,,,마포구 연남동 240-34,OPERATIONAL,37.5650618,126.9233113,126.923785217915,37.5651899392354,95
드빌로아제,ChIJr9-R-pWZfDURK44p2-YiKwc,cafe|bar|food|point_of_interest|establishment,2,5,마포구 연남동 223 16번지 2층,OPERATIONAL,37.5651315,126.9242511,126.923785217915,37.5651899392354,95
레이어드 연남,ChIJRTpu-ESZfDURBJbBEtiP2No,cafe|food|point_of_interest|establishment,499,3.9,마포구 연남동 223-20,OPERATIONAL,37.5649551,126.9241766,126.923785217915,37.5651899392354,95
Layerd cafe,ChIJx3HCu4aZfDURVWa_bJ92L0s,cafe|food|point_of_interest|establishment,2,3.5,마포구 연남동 성미산로 161-4,OPERATIONAL,37.5649551,126.9241766,126.923785217915,37.5651899392354,95
pert coffee,ChIJXZO96MaZfDUR_Q6IBg7nsGk,cafe|food|point_of_interest|establishment,17,4.1,연남동 240-7 KR 서울특별시 마포구 연남동 240-6,OPERATIONAL,37.5647732,126.9239846,126.923785217915,37.5651899392354,95
맨프롬커피,ChIJFVPYdf2ZfDURil1hmpSwUbk,cafe|food|point_of_interest|establishment,5,3.8,"201호, 240-16 연남동, 마포구",OPERATIONAL,37.5651338,126.9232108,126.923785217915,37.5651899392354,95
Another Room,ChIJt0AtRzSZfDUR_FV90gwZXig,cafe|food|point_of_interest|establishment,53,4.3,마포구 연남동 241-88,OPERATIONAL,37.5654684,126.9232958,126.923785217915,37.5651899392354,95
어나더룸,ChIJT1aaCu-YfDUROov-er95PIU,cafe|food|point_of_interest|establishment,13,4.3,마포구 연남동 241 88번지 1층,OPERATIONAL,37.5655159,126.9233174,126.923785217915,37.5651899392354,95
더파이샵,ChIJzWXy-s6ZfDURwuZp21XXa3U,cafe|food|point_of_interest|establishment,3,4,마포구 성미산로 163 1층,OPERATIONAL,37.5648747,126.9242525,126.923785217915,37.5651899392354,95
커피정,ChIJu4Ymc--YfDURU7ubzjUDpyI,cafe|food|point_of_interest|establishment,21,3,마포구 연남동 241-18,OPERATIONAL,37.5651896,126.9231488,126.923785217915,37.5651899392354,95
메리트리,ChIJU6NJTOaYfDURPmeNHMejnBA,cafe|food|point_of_interest|establishment,16,3.9,마포구 연남동 241-18 2층,OPERATIONAL,37.5652573,126.9231219,126.923785217915,37.5651899392354,95
백종명 화이트커피,ChIJL4kCE4iZfDURHoJLesr8LDk,cafe|food|point_of_interest|establishment,40,4.6,마포구 성미산로29안길 29 1층,OPERATIONAL,37.5656685,126.9235404,126.923785217915,37.5651899392354,95
테누커피 テヌーコーヒー,ChIJq6wH5POZfDURgiCEyKiJ-6U,cafe|food|point_of_interest|establishment,31,3.9,마포구 연남동 241-89,OPERATIONAL,37.5656006,126.9233241,126.923785217915,37.5651899392354,95
Whitey Cafe,ChIJ4QEepO-YfDURyycZ90-bQ5Y,cafe|food|point_of_interest|establishment,1,4,마포구 동교로51길 63,OPERATIONAL,37.5657296,126.9236024,126.923785217915,37.5651899392354,95
ハイウエスト,ChIJv-whmJ-ZfDURmZscfqyW1qk,cafe|food|point_of_interest|establishment,1,5,"ソウル特別市, １６７−９ 山路, Mapo-gu, ソンミ",OPERATIONAL,37.5652289,126.9251038,126.924917088582,37.5651906789977,96
fullstreet,ChIJUx0V3mKZfDURu1TAUwOrWeQ,cafe|restaurant|food|point_of_interest|establishment,1,5,마포구 동교로51안길 16,OPERATIONAL,37.5652285,126.9246108,126.924917088582,37.5651906789977,96
풀스트릿,ChIJ0yWCNF6ZfDURlwBIuqzKdig,restaurant|cafe|bar|food|point_of_interest|establishment,36,4.2,마포구 동교로51안길 16,OPERATIONAL,37.5652285,126.9246108,126.924917088582,37.5651906789977,96
케익다방연남점,ChIJ47bEYzSZfDURAcSLfhE1mkk,cafe|food|point_of_interest|establishment,,,마포구 연남동 223-104 1층,OPERATIONAL,37.5651108,126.9245457,126.924917088582,37.5651906789977,96
Cheong Su Dong,ChIJvTw1khKZfDURs83TpDePd3I,cafe|food|point_of_interest|store|establishment,1,4,마포구 연남동 223-104,OPERATIONAL,37.5651108,126.9245457,126.924917088582,37.5651906789977,96
jockpmac,ChIJl4iaXb2ZfDUR0jwYZ6aN3Iw,cafe|food|point_of_interest|establishment,,,마포구 연남동 223-104,OPERATIONAL,37.5651108,126.9245457,126.924917088582,37.5651906789977,96
Hotel Around,ChIJHRKHWe6YfDURDsK76ItnDKM,cafe|food|point_of_interest|establishment,2,4,마포구 연남동 223-68,OPERATIONAL,37.5650866,126.9253576,126.924917088582,37.5651906789977,96
(주)어라운드,ChIJHRKHWe6YfDURFiMHajfxp2c,cafe|food|point_of_interest|establishment,,,마포구 연남동 223-68번지 지하층,OPERATIONAL,37.5650866,126.9253576,126.924917088582,37.5651906789977,96
공간 비선형 NONLINEAR AREA,ChIJyVkNSXGZfDUR38j6YIZovh0,cafe|food|point_of_interest|establishment,1,4,마포구 성미산로 165-6 지층,OPERATIONAL,37.5647594,126.9247511,126.924917088582,37.5651906789977,96
빌로우 라운지,ChIJecKE_u6YfDURTHCPthH5i2Q,cafe|food|point_of_interest|establishment,,,마포구 연남동 223-111,CLOSED_TEMPORARILY,37.5647594,126.9247511,126.924917088582,37.5651906789977,96
드빌로아제,ChIJr9-R-pWZfDURK44p2-YiKwc,cafe|bar|food|point_of_interest|establishment,2,5,마포구 연남동 223 16번지 2층,OPERATIONAL,37.5651315,126.9242511,126.924917088582,37.5651906789977,96
올레무스,ChIJH5OYae6YfDURbd6M-TezgsE,cafe|food|point_of_interest|establishment,87,4.6,"56, 연희로5길, 서대문구",OPERATIONAL,37.5653571,126.9260301,126.92604895929,37.5651914079094,97
HAYU,ChIJLyTu_wKZfDURoMULRQU7rxA,cafe|food|point_of_interest|establishment,,,마포구 연남동 225-1,OPERATIONAL,37.5647254,126.9259571,126.92604895929,37.5651914079094,97
Hotel Around,ChIJHRKHWe6YfDURDsK76ItnDKM,cafe|food|point_of_interest|establishment,2,4,마포구 연남동 223-68,OPERATIONAL,37.5650866,126.9253576,126.92604895929,37.5651914079094,97
